id;question;correct;distractor1;distractor2;distractor3;grade;visible
1323;[["text","◁◁_◁◯△▽△"]];[["text","y"]];[["text","i"]];;;0;1
1324;[["text","▷_◯▽▽"]];[["text","i"]];[["text","y"]];;;0;1
1327;[["text","◯◁◁◁_◁"]];[["text","i"]];[["text","y"]];;;0;1
1328;[["text","▷△△◁▽_▷"]];[["text","í"]];[["text","ý"]];;;0;1
1329;[["text","◁◁_◯"]];[["text","í"]];[["text","ý"]];;;0;1
1330;[["text","▷_◁◁"]];[["text","i"]];[["text","y"]];;;0;1
1332;[["text","◁◯_▽△▷◯"]];[["text","í"]];[["text","ý"]];;;0;1
1333;[["text","▷◁▷◯◁_◯"]];[["text","i"]];[["text","y"]];;;0;1
1334;[["text","▽▽▽▷_◁△"]];[["text","í"]];[["text","ý"]];;;0;1
1335;[["text","◁_▽△◁◯◯"]];[["text","í"]];[["text","ý"]];;;0;1
1336;[["text","▽_◯◯◯▷"]];[["text","y"]];[["text","i"]];;;0;1
1337;[["text","◯_▷◯◯△▷"]];[["text","i"]];[["text","y"]];;;0;1
1338;[["text","▷▽_△◯△"]];[["text","í"]];[["text","ý"]];;;0;1
1339;[["text","△▽▽▷◁_◁"]];[["text","í"]];[["text","ý"]];;;0;1
1340;[["text","△◯▷◯_▽▽◯"]];[["text","i"]];[["text","y"]];;;0;1
1341;[["text","▷_▽"]];[["text","i"]];[["text","y"]];;;0;1
1342;[["text","▽△◯◁_◁◯"]];[["text","y"]];[["text","i"]];;;0;1
1343;[["text","△_◁▽"]];[["text","í"]];[["text","ý"]];;;0;1
1344;[["text","▷◁△_△◁◁▷"]];[["text","i"]];[["text","y"]];;;0;1
1345;[["text","△_△△◁◯△"]];[["text","í"]];[["text","ý"]];;;0;1
1346;[["text","◯▽_▽"]];[["text","í"]];[["text","ý"]];;;0;1
1347;[["text","△◯△▽▷▷_△"]];[["text","í"]];[["text","ý"]];;;0;1
1349;[["text","△_◯▷◁◯◯"]];[["text","y"]];[["text","i"]];;;0;1
1350;[["text","◯△△△◯_▷▽"]];[["text","y"]];[["text","i"]];;;0;1
1351;[["text","△△△◯△_△"]];[["text","í"]];[["text","ý"]];;;0;1
1352;[["text","◁_▷"]];[["text","i"]];[["text","y"]];;;0;1
1353;[["text","△▽_△△"]];[["text","í"]];[["text","ý"]];;;0;1
1354;[["text","△△▽◯_◁◁"]];[["text","í"]];[["text","ý"]];;;0;1
1355;[["text","▷◁▷◁_◯◯"]];[["text","i"]];[["text","y"]];;;0;1
1356;[["text","◁◯_◁"]];[["text","í"]];[["text","ý"]];;;0;1
1357;[["text","◯◁▽_▽◁"]];[["text","y"]];[["text","i"]];;;0;1
1358;[["text","▷_◯◯◯◯"]];[["text","y"]];[["text","i"]];;;0;1
1359;[["text","▽▽◁◯_◁▷▽"]];[["text","y"]];[["text","i"]];;;0;1
1360;[["text","▽_◁"]];[["text","y"]];[["text","i"]];;;0;1
1361;[["text","▷◁◁◯_▽◁◯"]];[["text","i"]];[["text","y"]];;;0;1
1362;[["text","◯▽◁◯◁_▷"]];[["text","i"]];[["text","y"]];;;0;1
1363;[["text","▷_◁"]];[["text","y"]];[["text","i"]];;;0;1
1364;[["text","▽◯◯△_◯◯△"]];[["text","y"]];[["text","i"]];;;0;1
1365;[["text","▷_◁▷"]];[["text","y"]];[["text","i"]];;;0;1
1366;[["text","◯_▽"]];[["text","i"]];[["text","y"]];;;0;1
1367;[["text","◁▽△◁_◯"]];[["text","y"]];[["text","i"]];;;0;1
1368;[["text","▽◁◯◁_▽"]];[["text","i"]];[["text","y"]];;;0;1
1369;[["text","◁_◁"]];[["text","i"]];[["text","y"]];;;0;1
1370;[["text","▽▽◁◁_△"]];[["text","a"]];[["text","y"]];;;0;1
1371;[["text","◯_▽▷◁"]];[["text","y"]];[["text","i"]];;;0;1
1372;[["text","▷△_▷◯◁▽△"]];[["text","y"]];[["text","i"]];;;0;1
1373;[["text","△◁▷_◁▷◁"]];[["text","y"]];[["text","i"]];;;0;1
1374;[["text","◁▽△_▷▷"]];[["text","y"]];[["text","i"]];;;0;1
1375;[["text","◯◯_◯▷"]];[["text","y"]];[["text","i"]];;;0;1
1376;[["text","△_△▽"]];[["text","y"]];[["text","i"]];;;0;1
1377;[["text","△_◁▷▷◯▽◁"]];[["text","i"]];[["text","y"]];;;0;1
1378;[["text","◯▽△_◯◯◯"]];[["text","y"]];[["text","i"]];;;0;1
1379;[["text","▽_△▷"]];[["text","i"]];[["text","y"]];;;0;1
1380;[["text","◯▷▽△◁▽_◁"]];[["text","i"]];[["text","y"]];;;0;1
1381;[["text","◁◯◁▷▽▽_◯"]];[["text","y"]];[["text","i"]];;;0;1
1382;[["text","△△△_▽"]];[["text","i"]];[["text","y"]];;;0;1
1383;[["text","▽_▷"]];[["text","i"]];[["text","y"]];;;0;1
1384;[["text","▷_◁"]];[["text","i"]];[["text","y"]];;;0;1
1385;[["text","△▷◯_▷◯"]];[["text","i"]];[["text","y"]];;;0;1
1386;[["text","△_◁◁▽◯▽▽"]];[["text","i"]];[["text","y"]];;;0;1
1387;[["text","△▷▷▽△_▽"]];[["text","a"]];[["text","y"]];;;0;1
1388;[["text","▽◯_△"]];[["text","y"]];[["text","i"]];;;0;0
1390;[["text","▽△△_▽"]];[["text","y"]];[["text","i"]];;;0;1
1391;[["text","◯▷◯△_◁"]];[["text","y"]];[["text","i"]];;;0;1
1392;[["text","◁△◁_▽"]];[["text","i"]];[["text","y"]];;;0;1
1394;[["text","▽▷▷_◯"]];[["text","y"]];[["text","i"]];;;0;1
1395;[["text","△▷◁◯_△◯"]];[["text","a"]];[["text","y"]];;;0;1
1396;[["text","▷_◁▽◯◯"]];[["text","y"]];[["text","i"]];;;0;0
1397;[["text","◯_△◁▷▷◁"]];[["text","y"]];[["text","i"]];;;0;1
1398;[["text","◯△_▷"]];[["text","y"]];[["text","i"]];;;0;1
1399;[["text","△◁△▷◯_◁"]];[["text","i"]];[["text","y"]];;;0;1
1400;[["text","▷_▽"]];[["text","i"]];[["text","y"]];;;0;1
1401;[["text","◯▽△◁▽_▽"]];[["text","y"]];[["text","i"]];;;0;1
1403;[["text","△_△"]];[["text","y"]];[["text","i"]];;;0;1
1404;[["text","▽_▷◁"]];[["text","i"]];[["text","y"]];;;0;1
1405;[["text","▷◯◁▷◯_◁▷"]];[["text","y"]];[["text","i"]];;;0;1
1406;[["text","△◯▷◯◯_◯◁"]];[["text","i"]];[["text","y"]];;;0;1
1407;[["text","△◁▽◯△_▷"]];[["text","y"]];[["text","i"]];;;0;1
1408;[["text","△△_△"]];[["text","i"]];[["text","y"]];;;0;1
1409;[["text","◁_△◯"]];[["text","y"]];[["text","i"]];;;0;1
1410;[["text","▷_▷"]];[["text","y"]];[["text","i"]];;;0;1
1411;[["text","△_▷▽◯▽"]];[["text","y"]];[["text","i"]];;;0;1
1412;[["text","◯△▽△_◯"]];[["text","i"]];[["text","y"]];;;0;1
1413;[["text","◯▷_▷"]];[["text","y"]];[["text","i"]];;;0;1
1414;[["text","▷_▽"]];[["text","y"]];[["text","i"]];;;0;1
1415;[["text","▽_◯△▽"]];[["text","i"]];[["text","y"]];;;0;1
1416;[["text","▽_△◁"]];[["text","i"]];[["text","y"]];;;0;1
1417;[["text","◯△_◯△"]];[["text","a"]];[["text","y"]];;;0;1
1418;[["text","△◁△_◁◯▽◁"]];[["text","y"]];[["text","i"]];;;0;1
1419;[["text","▷_◁"]];[["text","i"]];[["text","y"]];;;0;1
1420;[["text","◁▽◯_▷◯"]];[["text","i"]];[["text","y"]];;;0;1
1421;[["text","▷▽_▽▷▽◯▽"]];[["text","i"]];[["text","y"]];;;0;1
1422;[["text","◁△_◁"]];[["text","y"]];[["text","i"]];;;0;1
1423;[["text","△_△◯"]];[["text","y"]];[["text","i"]];;;0;1
1424;[["text","▷◁_▽◯◯"]];[["text","a"]];[["text","y"]];;;0;1
1425;[["text","◁△_◯"]];[["text","y"]];[["text","i"]];;;0;1
1426;[["text","▷◁◁◁_◯"]];[["text","i"]];[["text","y"]];;;0;1
1427;[["text","△_△"]];[["text","y"]];[["text","i"]];;;0;1
1428;[["text","◁_▷△◁▽◁"]];[["text","í"]];[["text","ý"]];;;0;1
1429;[["text","◯◯△_▷▽◯"]];[["text","í"]];[["text","ý"]];;;0;1
1430;[["text","▷▽_◁"]];[["text","i"]];[["text","y"]];;;0;1
1431;[["text","△▽▽◁_◁◯◁"]];[["text","y"]];[["text","a"]];;;0;1
1432;[["text","△_◁◁▽◯▽"]];[["text","a"]];[["text","y"]];;;0;1
1433;[["text","△▽△◯_◁"]];[["text","í"]];[["text","ý"]];;;0;1
1434;[["text","◯▷▽_▷"]];[["text","i"]];[["text","y"]];;;0;1
1436;[["text","▷△▷_▷"]];[["text","y"]];[["text","i"]];;;0;1
1437;[["text","△◁_▽▷◯◁▷"]];[["text","y"]];[["text","i"]];;;0;0
1438;[["text","▽◁◁_◁▷▽◁"]];[["text","i"]];[["text","y"]];;;0;1
1439;[["text","▷◯▽_△▽"]];[["text","y"]];[["text","i"]];;;0;1
1440;[["text","△▽▽_◁"]];[["text","i"]];[["text","y"]];;;0;0
1450;[["text","△_▷▷"]];[["text","y"]];[["text","i"]];;;0;1
1451;[["text","△◯△_▷▷"]];[["text","i"]];[["text","y"]];;;0;1
1452;[["text","◯◯▷_▷◯◁▽"]];[["text","y"]];[["text","i"]];;;0;1
1453;[["text","◯◁_◯▷△"]];[["text","y"]];[["text","i"]];;;0;1
1454;[["text","◁▷◁_◯▽"]];[["text","i"]];[["text","y"]];;;0;1
1455;[["text","◁△◯_◯▽△△"]];[["text","y"]];[["text","i"]];;;0;1
1456;[["text","△_◁"]];[["text","y"]];[["text","i"]];;;0;1
1457;[["text","◁▽▽▽_▷"]];[["text","i"]];[["text","y"]];;;0;1
1458;[["text","◁▷△◯◁▷_▷"]];[["text","i"]];[["text","y"]];;;0;1
1459;[["text","◁_◁▷"]];[["text","y"]];[["text","i"]];;;0;1
1460;[["text","◯_▽"]];[["text","y"]];[["text","i"]];;;0;1
1461;[["text","◁_▽▽◯◁△"]];[["text","y"]];[["text","i"]];;;0;1
1462;[["text","◁_◯"]];[["text","y"]];[["text","i"]];;;0;1
1463;[["text","▽◯_▽◯△"]];[["text","i"]];[["text","y"]];;;0;1
1464;[["text","△◯▽◁_◯"]];[["text","y"]];[["text","i"]];;;0;1
1465;[["text","◁▽_▷▷▷"]];[["text","i"]];[["text","y"]];;;0;1
1466;[["text","◁▽_▽"]];[["text","i"]];[["text","y"]];;;0;1
1467;[["text","△_▷"]];[["text","y"]];[["text","i"]];;;0;1
1468;[["text","◯_△◯△▷"]];[["text","i"]];[["text","y"]];;;0;1
1469;[["text","◁▷_◁◁▷▷◁"]];[["text","y"]];[["text","i"]];;;0;1
1470;[["text","◁_△"]];[["text","y"]];[["text","i"]];;;0;1
1471;[["text","▷◁_▷"]];[["text","y"]];[["text","i"]];;;0;1
1473;[["text","▷_▷△△▽△"]];[["text","i"]];[["text","y"]];;;0;1
1474;[["text","▽_▷▽▷"]];[["text","i"]];[["text","y"]];;;0;1
1475;[["text","△◁_◯▷△▽◯"]];[["text","y"]];[["text","i"]];;;0;1
1476;[["text","◁◁◯◁_△▷"]];[["text","y"]];[["text","i"]];;;0;1
1477;[["text","▽_◯◁"]];[["text","y"]];[["text","i"]];;;0;1
1478;[["text","▽_◁▷▽△▽"]];[["text","y"]];[["text","i"]];;;0;1
1479;[["text","△_◁▷▷▽◁◯"]];[["text","y"]];[["text","i"]];;;0;1
1480;[["text","▷◁▽△_△△◯"]];[["text","y"]];[["text","i"]];;;0;1
1481;[["text","▽△_▷◁▽△▷"]];[["text","i"]];[["text","y"]];;;0;1
1482;[["text","◯_◯"]];[["text","í"]];[["text","ý"]];;;0;1
1483;[["text","▽_◁▽◁▽◯"]];[["text","i"]];[["text","y"]];;;0;1
1484;[["text","▽_▽"]];[["text","y"]];[["text","i"]];;;0;1
1485;[["text","◁◯◁_◯"]];[["text","í"]];[["text","ý"]];;;0;1
1486;[["text","△▽_◯▽"]];[["text","y"]];[["text","i"]];;;0;1
1487;[["text","◯△◯_▽◯△"]];[["text","y"]];[["text","i"]];;;0;1
1488;[["text","▷_◯▷"]];[["text","y"]];[["text","i"]];;;0;1
1489;[["text","△▽_◯◁△"]];[["text","i"]];[["text","y"]];;;0;1
1490;[["text","▽_▷▷◁"]];[["text","y"]];[["text","i"]];;;0;1
1491;[["text","▷◁△_▽"]];[["text","y"]];[["text","i"]];;;0;1
1492;[["text","◁◁_◯◁"]];[["text","y"]];[["text","i"]];;;0;1
1493;[["text","▷_◁"]];[["text","y"]];[["text","i"]];;;0;1
1494;[["text","▷▽△_▽▷"]];[["text","y"]];[["text","i"]];;;0;1
1495;[["text","◯▽◯△_▷"]];[["text","y"]];[["text","i"]];;;0;1
1496;[["text","▽▽▷▽_△"]];[["text","y"]];[["text","i"]];;;0;1
1497;[["text","▽▽▷▽▽_△"]];[["text","i"]];[["text","y"]];;;0;1
1498;[["text","△_△"]];[["text","i"]];[["text","y"]];;;0;1
1499;[["text","△_△"]];[["text","i"]];[["text","y"]];;;0;1
1500;[["text","▷▷▷▽△_▷"]];[["text","i"]];[["text","y"]];;;0;1
1501;[["text","◯▷◯△_△△"]];[["text","i"]];[["text","y"]];;;0;1
1502;[["text","▷_▷◯◁"]];[["text","i"]];[["text","y"]];;;0;1
1503;[["text","▽◁▷◯◁_▷"]];[["text","i"]];[["text","y"]];;;0;1
1504;[["text","▽_◯△◯◁◯"]];[["text","y"]];[["text","i"]];;;0;1
1505;[["text","△▽_◯"]];[["text","y"]];[["text","i"]];;;0;1
1506;[["text","▽◁◯▷_◁▽"]];[["text","y"]];[["text","i"]];;;0;1
1507;[["text","▷△△△_◯△▷"]];[["text","i"]];[["text","y"]];;;0;1
1508;[["text","▷_◁"]];[["text","y"]];[["text","i"]];;;0;1
1509;[["text","▽_◯▷▷▷▷▽"]];[["text","y"]];[["text","i"]];;;0;1
1510;[["text","▽_△△"]];[["text","y"]];[["text","i"]];;;0;1
1511;[["text","◯◁◁▷_▷"]];[["text","y"]];[["text","i"]];;;0;1
1512;[["text","△◁△_◁◁▽◯"]];[["text","y"]];[["text","i"]];;;0;1
1513;[["text","▽_▷◁"]];[["text","i"]];[["text","y"]];;;0;1
1514;[["text","◁◯_◯"]];[["text","y"]];[["text","i"]];;;0;1
1515;[["text","▷_△"]];[["text","y"]];[["text","i"]];;;0;1
1516;[["text","▽◁_▷"]];[["text","y"]];[["text","i"]];;;0;1
1517;[["text","◁_△△▽▷△"]];[["text","y"]];[["text","i"]];;;0;1
1518;[["text","◁▷_◁▷"]];[["text","y"]];[["text","i"]];;;0;1
1519;[["text","▷_△"]];[["text","i"]];[["text","y"]];;;0;1
1520;[["text","▽_◯◁"]];[["text","y"]];[["text","i"]];;;0;1
1521;[["text","▽_▷◁"]];[["text","y"]];[["text","i"]];;;0;1
1522;[["text","◁△_◁"]];[["text","i"]];[["text","y"]];;;0;1
1523;[["text","▷◁◁▷◁_▷"]];[["text","i"]];[["text","y"]];;;0;1
1524;[["text","▷_◁◯▽▷"]];[["text","i"]];[["text","y"]];;;0;0
1525;[["text","▷◯▷◯_◁"]];[["text","í"]];[["text","ý"]];;;0;1
1526;[["text","◯△△▽_◯◯▽"]];[["text","i"]];[["text","y"]];;;0;1
1527;[["text","◯◁△△_▷"]];[["text","y"]];[["text","i"]];;;0;1
1528;[["text","◯▽▷_△▽◯"]];[["text","i"]];[["text","y"]];;;0;1
1529;[["text","▽▷▷_△"]];[["text","i"]];[["text","y"]];;;0;1
1530;[["text","△△◁◁▽_▷▽"]];[["text","i"]];[["text","y"]];;;0;1
1531;[["text","△_▽◯△◯◯◁"]];[["text","y"]];[["text","i"]];;;0;1
1532;[["text","△◯△▷▽_△△"]];[["text","i"]];[["text","y"]];;;0;1
1533;[["text","▷◯▷_▽◯"]];[["text","y"]];[["text","i"]];;;0;1
1534;[["text","◯△_▷"]];[["text","i"]];[["text","y"]];;;0;1
1535;[["text","◯◁▷_▽"]];[["text","i"]];[["text","y"]];;;0;1
1536;[["text","◁_◁▷"]];[["text","i"]];[["text","y"]];;;0;1
1537;[["text","△_▷▷◯▷◯◯"]];[["text","y"]];[["text","i"]];;;0;1
1538;[["text","▷_◁"]];[["text","i"]];[["text","y"]];;;0;1
1539;[["text","◁▽◁_△▷"]];[["text","i"]];[["text","y"]];;;0;1
1540;[["text","◯_▽▽△"]];[["text","y"]];[["text","i"]];;;0;1
1541;[["text","▷_▷"]];[["text","í"]];[["text","ý"]];;;0;0
1542;[["text","◁△▽◁_△"]];[["text","i"]];[["text","y"]];;;0;1
1543;[["text","▷_▷"]];[["text","y"]];[["text","i"]];;;0;1
1544;[["text","▽_△"]];[["text","y"]];[["text","i"]];;;0;1
1545;[["text","▽◁▷▷◁_▽"]];[["text","i"]];[["text","y"]];;;0;1
1546;[["text","◁▽▽◯▷◁_▷"]];[["text","i"]];[["text","y"]];;;0;1
1547;[["text","▷▷△▽▷_◁"]];[["text","i"]];[["text","y"]];;;0;1
1548;[["text","▷_▽◯◁"]];[["text","í"]];[["text","ý"]];;;0;1
1549;[["text","△△▽▽_▷"]];[["text","i"]];[["text","y"]];;;0;1
1550;[["text","◁◁_◯"]];[["text","i"]];[["text","y"]];;;0;1
1551;[["text","◯◁_▽▷◁△△"]];[["text","i"]];[["text","y"]];;;0;1
1552;[["text","△◁_▽"]];[["text","i"]];[["text","y"]];;;0;1
1553;[["text","◯△_▽△△◯◁"]];[["text","i"]];[["text","y"]];;;0;0
1554;[["text","△_△"]];[["text","í"]];[["text","ý"]];;;0;0
1555;[["text","◁_◁▽◁◯◯▽"]];[["text","í"]];[["text","ý"]];;;0;1
1556;[["text","△_◁◁△▷◯△"]];[["text","i"]];[["text","y"]];;;0;1
1557;[["text","◯_◯"]];[["text","i"]];[["text","y"]];;;0;1
1558;[["text","△◯△◯△_◯◁"]];[["text","y"]];[["text","i"]];;;0;1
1559;[["text","▷△_◁△△"]];[["text","y"]];[["text","i"]];;;0;1
1560;[["text","◯_△◯▽"]];[["text","y"]];[["text","i"]];;;0;1
1561;[["text","▷_◯▽"]];[["text","y"]];[["text","i"]];;;0;1
1562;[["text","◯▷_▷◯◯▷"]];[["text","i"]];[["text","y"]];;;0;1
1563;[["text","▷_◁"]];[["text","y"]];[["text","i"]];;;0;1
1564;[["text","◯_▷▷◯"]];[["text","i"]];[["text","y"]];;;0;1
1565;[["text","▽_◁◁◯◁◯"]];[["text","i"]];[["text","y"]];;;0;1
1566;[["text","◯_◯▷△▽"]];[["text","y"]];[["text","i"]];;;0;1
1567;[["text","◯_▷"]];[["text","i"]];[["text","y"]];;;0;1
1568;[["text","▷◁◁_◯▷"]];[["text","y"]];[["text","i"]];;;0;1
1569;[["text","▷_◁◁△▽◯"]];[["text","í"]];[["text","ý"]];;;0;1
1570;[["text","▷_▽▷"]];[["text","y"]];[["text","i"]];;;0;1
1571;[["text","△_◯"]];[["text","y"]];[["text","i"]];;;0;1
1572;[["text","△◯_▽◁"]];[["text","í"]];[["text","ý"]];;;0;1
1573;[["text","◯▷▽▽_◯"]];[["text","y"]];[["text","i"]];;;0;1
1574;[["text","▽◯▽_▽▷▷"]];[["text","i"]];[["text","y"]];;;0;1
1575;[["text","◯▷_▷◯◁▽"]];[["text","i"]];[["text","y"]];;;0;1
1576;[["text","◁_◯◯△◁△"]];[["text","y"]];[["text","i"]];;;0;1
1577;[["text","▷▽◯◁◁_▽"]];[["text","y"]];[["text","i"]];;;0;1
1578;[["text","▷▷△_▷"]];[["text","i"]];[["text","y"]];;;0;1
1579;[["text","▷▷▽_◯▽▷"]];[["text","i"]];[["text","y"]];;;0;1
1580;[["text","▽_▽◯"]];[["text","i"]];[["text","y"]];;;0;1
1581;[["text","◁_◯"]];[["text","i"]];[["text","y"]];;;0;1
1582;[["text","▷_▽◯▷△"]];[["text","i"]];[["text","y"]];;;0;0
1583;[["text","◁_▷▷▽"]];[["text","y"]];[["text","i"]];;;0;1
1584;[["text","◯_△"]];[["text","y"]];[["text","i"]];;;0;1
1585;[["text","△_▷"]];[["text","y"]];[["text","i"]];;;0;1
1586;[["text","▷△_◁"]];[["text","i"]];[["text","y"]];;;0;1
1587;[["text","△_▷◯▽◯"]];[["text","y"]];[["text","i"]];;;0;1
1588;[["text","△_◁◁△◯▽◯"]];[["text","i"]];[["text","y"]];;;0;1
1589;[["text","◁_▷"]];[["text","i"]];[["text","y"]];;;0;1
1590;[["text","▽_▽△▷◁▽"]];[["text","i"]];[["text","y"]];;;0;1
1591;[["text","▽◁▽△_△▷"]];[["text","y"]];[["text","i"]];;;0;1
1592;[["text","△△◁▽_◁"]];[["text","y"]];[["text","i"]];;;0;1
1593;[["text","◁◁◁_△◁◁"]];[["text","y"]];[["text","i"]];;;0;1
1594;[["text","▽△△◯△◯_▷"]];[["text","i"]];[["text","y"]];;;0;1
1595;[["text","▷◁▽▽_▷"]];[["text","i"]];[["text","y"]];;;0;1
1596;[["text","◁_◁△△"]];[["text","i"]];[["text","y"]];;;0;1
1597;[["text","△_△▷"]];[["text","y"]];[["text","i"]];;;0;1
1598;[["text","△▷△_◯▽"]];[["text","y"]];[["text","i"]];;;0;1
1599;[["text","◯▽_▽◁▷▷△"]];[["text","y"]];[["text","i"]];;;0;1
1600;[["text","▽_▷◯▷▽"]];[["text","i"]];[["text","y"]];;;0;0
1601;[["text","◁△▽◁▷◁_◁"]];[["text","i"]];[["text","y"]];;;0;0
1602;[["text","◯△_△◁△▽"]];[["text","i"]];[["text","y"]];;;0;1
1603;[["text","△▽_◁△▽◁"]];[["text","í"]];[["text","ý"]];;;0;1
1604;[["text","▷▷▷◁_△▷"]];[["text","i"]];[["text","y"]];;;0;1
1605;[["text","▷▽▷_▷"]];[["text","i"]];[["text","y"]];;;0;1
1606;[["text","◯▷_◯"]];[["text","i"]];[["text","y"]];;;0;1
1607;[["text","◯_◯◯△"]];[["text","y"]];[["text","i"]];;;0;1
1608;[["text","◯▽_◁"]];[["text","y"]];[["text","i"]];;;0;1
1609;[["text","▽◯_▽◁△"]];[["text","y"]];[["text","i"]];;;0;1
1610;[["text","▽_▷◯◁▽◯"]];[["text","i"]];[["text","y"]];;;0;1
1611;[["text","◁▷_△◁◯▽"]];[["text","y"]];[["text","i"]];;;0;1
1612;[["text","◁▽◯_▽◁"]];[["text","i"]];[["text","y"]];;;0;1
1613;[["text","▽◯▽_▷"]];[["text","i"]];[["text","y"]];;;0;1
1614;[["text","◁▷_◯▷"]];[["text","i"]];[["text","y"]];;;0;1
1615;[["text","▽_◁◯"]];[["text","i"]];[["text","y"]];;;0;1
1616;[["text","▽△▷_◯▽◁"]];[["text","i"]];[["text","y"]];;;0;1
1617;[["text","△◁_▽△◁◯"]];[["text","i"]];[["text","y"]];;;0;1
1618;[["text","◯◁◁_◁"]];[["text","í"]];[["text","ý"]];;;0;1
1619;[["text","▽△◁◯_▷"]];[["text","i"]];[["text","y"]];;;0;1
1620;[["text","▷◁◯_▷"]];[["text","í"]];[["text","ý"]];;;0;1
1621;[["text","◁▽◯◁◁_▷▽"]];[["text","í"]];[["text","ý"]];;;0;1
1622;[["text","◯_△"]];[["text","í"]];[["text","ý"]];;;0;1
1623;[["text","▷_◯"]];[["text","y"]];[["text","i"]];;;0;1
1624;[["text","◯◯◯_◯▽▽▽"]];[["text","i"]];[["text","y"]];;;0;1
1625;[["text","◯△▽▽△△_▷"]];[["text","y"]];[["text","i"]];;;0;1
1626;[["text","▽◯◁_◁▽◁"]];[["text","y"]];[["text","i"]];;;0;1
1627;[["text","▽▷▷_△◁◁"]];[["text","i"]];[["text","y"]];;;0;1
1628;[["text","◯◁△◁△_▷"]];[["text","y"]];[["text","i"]];;;0;1
1629;[["text","◯△◯_▽"]];[["text","i"]];[["text","y"]];;;0;1
1630;[["text","◁◯_◯◯△◯"]];[["text","í"]];[["text","ý"]];;;0;1
1631;[["text","▷◁△_◁△◁◯"]];[["text","í"]];[["text","ý"]];;;0;1
1632;[["text","▽▽◯_▽◯◁"]];[["text","í"]];[["text","ý"]];;;0;1
1634;[["text","◁△▽◯△_▽"]];[["text","í"]];[["text","ý"]];;;0;1
1635;[["text","◯▽_◯◯◯"]];[["text","y"]];[["text","i"]];;;0;1
1636;[["text","△◯▷◯_▽△◯"]];[["text","í"]];[["text","ý"]];;;0;1
1637;[["text","▷◯_▷◁"]];[["text","í"]];[["text","ý"]];;;0;1
1638;[["text","▽_◁"]];[["text","i"]];[["text","y"]];;;0;1
1639;[["text","▽△_▽◯▷◯△"]];[["text","y"]];[["text","i"]];;;0;1
1640;[["text","▽_▷△◁"]];[["text","y"]];[["text","i"]];;;0;1
1641;[["text","◁▷_▷△◁◯"]];[["text","í"]];[["text","ý"]];;;0;1
1642;[["text","◯_◁"]];[["text","y"]];[["text","i"]];;;0;1
1643;[["text","▽_▽◯◁▷◯"]];[["text","i"]];[["text","y"]];;;0;1
1644;[["text","▷△_△◯"]];[["text","í"]];[["text","ý"]];;;0;1
1645;[["text","◯_◁△◁"]];[["text","y"]];[["text","i"]];;;0;1
1646;[["text","◁_◯"]];[["text","í"]];[["text","ý"]];;;0;1
1647;[["text","▷▷▷_◯◁"]];[["text","i"]];[["text","y"]];;;0;1
1648;[["text","▷▷▽_▽◯"]];[["text","i"]];[["text","y"]];;;0;1
1649;[["text","▷_▽"]];[["text","i"]];[["text","y"]];;;0;1
1650;[["text","▽_▷"]];[["text","y"]];[["text","i"]];;;0;1
1651;[["text","▽◁_△◯"]];[["text","í"]];[["text","ý"]];;;0;1
1652;[["text","◁▽▽_▽"]];[["text","y"]];[["text","i"]];;;0;1
1653;[["text","▽▷_▽△△"]];[["text","i"]];[["text","y"]];;;0;1
1654;[["text","▽_△"]];[["text","y"]];[["text","i"]];;;0;1
1655;[["text","▽▷◁_▽▷"]];[["text","i"]];[["text","y"]];;;0;1
1656;[["text","▷△_◁"]];[["text","y"]];[["text","i"]];;;0;1
1657;[["text","▷◯▽_◯"]];[["text","y"]];[["text","i"]];;;0;1
1658;[["text","△▽▷◁▽▽_◁"]];[["text","i"]];[["text","y"]];;;0;1
1659;[["text","▷_◯"]];[["text","i"]];[["text","y"]];;;0;1
1660;[["text","◯_▷◯"]];[["text","i"]];[["text","y"]];;;0;1
1661;[["text","◁△△▽△_△▽"]];[["text","i"]];[["text","y"]];;;0;1
1662;[["text","◯_▷△"]];[["text","y"]];[["text","i"]];;;0;1
1663;[["text","▽◁▷_◁"]];[["text","i"]];[["text","y"]];;;0;1
1664;[["text","▷_▷◁◯◁◯▷"]];[["text","i"]];[["text","y"]];;;0;1
1665;[["text","▽◁△◁_◁◁▷"]];[["text","i"]];[["text","y"]];;;0;1
1666;[["text","◁▷_◯▽◁△"]];[["text","i"]];[["text","y"]];;;0;1
1667;[["text","△△▷_△◯"]];[["text","í"]];[["text","ý"]];;;0;1
1668;[["text","◁_◯▽"]];[["text","í"]];[["text","ý"]];;;0;1
1669;[["text","▷▽_◯"]];[["text","i"]];[["text","y"]];;;0;1
1670;[["text","△_▽◁△"]];[["text","y"]];[["text","i"]];;;0;1
1671;[["text","▷△◯▷_◯◁"]];[["text","y"]];[["text","i"]];;;0;1
1672;[["text","▷▷△◯◁_▽▷"]];[["text","y"]];[["text","i"]];;;0;1
1673;[["text","△_▷"]];[["text","je"]];[["text","ě"]];;;0;1
1674;[["text","▽◁▽_◯"]];[["text","ě"]];[["text","je"]];;;0;1
1675;[["text","◁◁_▽△▷"]];[["text","ě"]];[["text","je"]];;;0;1
1676;[["text","△_◯▽"]];[["text","je"]];[["text","ě"]];;;0;1
1677;[["text","▽▷_◁"]];[["text","je"]];[["text","ě"]];;;0;1
