id;ps;problem
5158;76;5904
5159;77;5905
5160;77;5906
5161;76;5907
5162;76;5908
5163;76;5909
5164;76;5910
5165;76;5911
5166;76;5912
5167;76;5913
5168;76;5914
5169;77;5915
5170;76;5916
5171;76;5917
5172;76;5918
5173;76;5919
5174;76;5920
5175;76;5921
5176;76;5922
5177;76;5923
5178;76;5924
5179;76;5925
5180;76;5926
5181;76;5927
5182;69;5928
5183;69;5929
5184;70;5930
5185;70;5931
5186;69;5932
5187;70;5933
5188;69;5934
5189;69;5935
5190;69;5936
5191;70;5937
5192;70;5938
5193;70;5939
5194;70;5940
5195;70;5941
5196;69;5942
5197;69;5943
5198;69;5944
5199;69;5945
5200;70;5946
5201;69;5947
5202;70;5948
5203;69;5949
5204;70;5950
5205;69;5951
5206;69;5952
5207;70;5953
5208;69;5954
5209;69;5955
5210;70;5956
5211;70;5957
5212;70;5958
5213;70;5959
5214;69;5960
5215;69;5961
5216;69;5962
5217;69;5963
5218;69;5964
5219;69;5965
5220;69;5966
5221;69;5967
5222;69;5968
5223;69;5969
5224;69;5970
5225;70;5971
5226;70;5972
5227;69;5973
5228;69;5974
5229;70;5975
5230;69;5976
5231;70;5977
5232;69;5978
5233;69;5979
5234;69;5980
5235;69;5981
5236;70;5982
5237;70;5983
5238;69;5984
5239;69;5985
5240;69;5986
5241;84;5987
5242;84;5988
5243;84;5989
5244;84;5990
5245;84;5991
5246;84;5992
5247;84;5993
5248;84;5994
5249;84;5995
5250;84;5996
5251;84;5997
5252;84;5998
5253;84;5999
5254;84;6000
5255;84;6001
5256;84;6002
5257;84;6003
5258;84;6004
5259;84;6005
5260;84;6006
5261;84;6007
5262;84;6008
5263;84;6009
5264;84;6010
5265;84;6011
5266;84;6012
5267;84;6013
5268;84;6014
5269;84;6015
5270;84;6016
5271;84;6017
5272;84;6018
5273;84;6019
5274;84;6020
5275;84;6021
5276;84;6022
5277;84;6023
5278;84;6024
5279;84;6025
5280;84;6026
5281;84;6027
5282;84;6028
5283;84;6029
5284;84;6030
5285;84;6031
5286;84;6032
5287;84;6033
5288;84;6034
5289;84;6035
5290;84;6036
5291;84;6037
5292;84;6038
5293;84;6039
5294;84;6040
5295;84;6041
5296;84;6042
5297;84;6043
5298;84;6044
5299;84;6045
5300;84;6046
5301;84;6047
5302;84;6048
5303;84;6049
5304;84;6050
5305;84;6051
5306;84;6052
5307;15;6053
5308;15;6054
5309;15;6055
5310;14;6056
5311;14;6057
5312;15;6058
5313;15;6059
5314;15;6060
5315;15;6061
5316;15;6062
5317;14;6063
5318;15;6064
5319;15;6065
5320;15;6066
5321;15;6067
5322;15;6068
5323;15;6069
5324;15;6070
5325;15;6071
5326;7;6072
5327;7;6073
5328;6;6074
5329;7;6075
5330;6;6076
5331;7;6077
5332;6;6078
5333;7;6079
5334;7;6080
5335;7;6081
5336;7;6082
5337;7;6083
5338;7;6084
5339;7;6085
5340;7;6086
5341;6;6087
5342;6;6088
5343;7;6089
5344;7;6090
5345;7;6091
5346;7;6092
5347;7;6093
5348;6;6094
5349;7;6095
5350;7;6096
5351;7;6097
5352;7;6098
5353;6;6099
5354;7;6100
5355;6;6101
5356;7;6102
5357;6;6103
5358;6;6104
5359;6;6105
5360;7;6106
5361;7;6107
5362;6;6108
5363;7;6109
5364;6;6110
5365;7;6111
5366;7;6112
5367;7;6113
5368;7;6114
5369;7;6115
5370;6;6116
5371;7;6117
5372;7;6118
5373;6;6119
5374;7;6120
5375;7;6121
5376;6;6122
5377;7;6123
5378;7;6124
5379;8;6125
5380;9;6126
5381;9;6127
5382;9;6128
5383;8;6129
5384;9;6130
5385;9;6131
5386;9;6132
5387;8;6133
5388;8;6134
5389;8;6135
5390;9;6136
5391;8;6137
5392;9;6138
5393;8;6139
5394;9;6140
5395;8;6141
5396;8;6142
5397;8;6143
5398;8;6144
5399;8;6145
5400;9;6146
5401;8;6147
5402;8;6148
5403;9;6149
5404;5;6150
5405;5;6151
5406;4;6152
5407;5;6153
5408;4;6154
5409;4;6155
5410;5;6156
5411;4;6157
5412;4;6158
5413;5;6159
5414;4;6160
5415;5;6161
5416;5;6162
5417;4;6163
5418;4;6164
5419;4;6165
5420;4;6166
5421;4;6167
5422;4;6168
5423;4;6169
5424;4;6170
5425;5;6171
5426;5;6172
5427;5;6173
5428;4;6174
5429;5;6175
5430;5;6176
5431;5;6177
5432;5;6178
5433;4;6179
5434;4;6180
5435;5;6181
5436;13;6182
5437;13;6183
5438;13;6184
5439;13;6185
5440;13;6186
5441;13;6187
5442;13;6188
5443;13;6189
5444;13;6190
5445;12;6191
5446;13;6192
5447;13;6193
5448;12;6194
5449;12;6195
5450;12;6196
5451;13;6197
5452;13;6198
5453;12;6199
5454;12;6200
5455;13;6201
5456;13;6202
5457;13;6203
5458;13;6204
5459;13;6205
5460;13;6206
5461;12;6207
5462;13;6208
5463;13;6209
5464;13;6210
5465;12;6211
5466;12;6212
5467;12;6213
5468;13;6214
5469;12;6215
5470;13;6216
5471;13;6217
5472;13;6218
5473;13;6219
5474;13;6220
5475;13;6221
5476;13;6222
5477;13;6223
5478;12;6224
5479;12;6225
5480;12;6226
5481;13;6227
5482;12;6228
5483;13;6229
5484;13;6230
5485;13;6231
5486;13;6232
5487;13;6233
5488;13;6234
5489;13;6235
5490;13;6236
5491;13;6237
5492;13;6238
5493;13;6239
5494;13;6240
5495;13;6241
5496;13;6242
5497;12;6243
5498;12;6244
5499;12;6245
5500;12;6246
5501;13;6247
5502;12;6248
5503;12;6249
5504;13;6250
5505;12;6251
5506;12;6252
5507;13;6253
5508;13;6254
5509;12;6255
5510;13;6256
5511;13;6257
5512;13;6258
5513;13;6259
5514;13;6260
5515;13;6261
5516;12;6262
5517;13;6263
5518;13;6264
5519;13;6265
5520;12;6266
5521;13;6267
5522;12;6268
5523;13;6269
5524;12;6270
5525;12;6271
5526;12;6272
5527;13;6273
5528;12;6274
5529;13;6275
5530;13;6276
5531;13;6277
5532;13;6278
5533;13;6279
5534;13;6280
5535;12;6281
5536;13;6282
5537;12;6283
5538;13;6284
5539;13;6285
5540;12;6286
5541;13;6287
5542;13;6288
5543;12;6289
5544;12;6290
5545;13;6291
5546;13;6292
5547;12;6293
5548;13;6294
5549;13;6295
5550;12;6296
5551;12;6297
5552;13;6298
5553;12;6299
5554;13;6300
5555;12;6301
5556;12;6302
5557;13;6303
5558;12;6304
5559;13;6305
5560;13;6306
5561;13;6307
5562;11;6308
5563;11;6309
5564;11;6310
5565;11;6311
5566;11;6312
5567;11;6313
5568;11;6314
5569;11;6315
5570;11;6316
5571;10;6317
5572;11;6318
5573;10;6319
5574;11;6320
5575;10;6321
5576;10;6322
5577;11;6323
5578;11;6324
5579;11;6325
5580;10;6326
5581;10;6327
5582;10;6328
5583;10;6329
5584;10;6330
5585;11;6331
5586;11;6332
5587;11;6333
5588;10;6334
5589;11;6335
5590;11;6336
5591;11;6337
5592;11;6338
5593;11;6339
5594;10;6340
5595;11;6341
5596;10;6342
5597;3;6343
5598;2;6344
5599;1;6345
5600;2;6346
5601;1;6347
5602;3;6348
5603;2;6349
5604;2;6350
5605;3;6351
5606;3;6352
5607;1;6353
5608;1;6354
5609;2;6355
5610;2;6356
5611;3;6357
5612;1;6358
5613;2;6359
5614;3;6360
5615;2;6361
5616;2;6362
5617;1;6363
5618;1;6364
5619;2;6365
5620;1;6366
5621;3;6367
5622;1;6368
5623;1;6369
5624;2;6370
5625;2;6371
5626;1;6372
5627;3;6373
5628;3;6374
5629;2;6375
5630;2;6376
5631;2;6377
5632;2;6378
5633;2;6379
5634;2;6380
5635;3;6381
5636;1;6382
5637;2;6383
5638;2;6384
5639;2;6385
5640;2;6386
5641;2;6387
5642;49;6388
5643;49;6389
5644;50;6390
5645;49;6391
5646;49;6392
5647;49;6393
5648;50;6394
5649;50;6395
5650;50;6396
5651;50;6397
5652;50;6398
5653;49;6399
5654;49;6400
5655;49;6401
5656;49;6402
5657;50;6403
5658;50;6404
5659;50;6405
5660;50;6406
5661;50;6407
5662;50;6408
5663;50;6409
5664;50;6410
5665;50;6411
5666;49;6412
5667;49;6413
5668;49;6414
5669;49;6415
5670;50;6416
5671;50;6417
5672;49;6418
5673;50;6419
5674;49;6420
5675;50;6421
5676;49;6422
5677;49;6423
5678;50;6424
5679;49;6425
5680;49;6426
5681;49;6427
5682;49;6428
5683;49;6429
5684;50;6430
5685;49;6431
5686;50;6432
5687;50;6433
5688;50;6434
5689;50;6435
5690;50;6436
5691;50;6437
5692;50;6438
5693;50;6439
5694;49;6440
5695;50;6441
5696;50;6442
5697;50;6443
5698;50;6444
5699;49;6445
5700;49;6446
5701;49;6447
5702;49;6448
5703;49;6449
5704;50;6450
5705;50;6451
5706;50;6452
5707;49;6453
5708;50;6454
5709;26;6455
5710;26;6456
5711;26;6457
5712;26;6458
5713;26;6459
5714;26;6460
5715;26;6461
5716;26;6462
5717;26;6463
5718;26;6464
5719;26;6465
5720;26;6466
5721;26;6467
5722;26;6468
5723;26;6469
5724;26;6470
5725;26;6471
5726;26;6472
5727;26;6473
5728;26;6474
5729;25;6475
5730;25;6476
5731;25;6477
5732;25;6478
5733;25;6479
5734;25;6480
5735;25;6481
5736;25;6482
5737;25;6483
5738;25;6484
5739;25;6485
5740;25;6486
5741;25;6487
5742;25;6488
5743;25;6489
5744;25;6490
5745;25;6491
5746;25;6492
5747;25;6493
5748;25;6494
5749;27;6495
5750;27;6496
5751;27;6497
5752;27;6498
5753;27;6499
5754;27;6500
5755;27;6501
5756;27;6502
5757;27;6503
5758;27;6504
5759;27;6505
5760;27;6506
5761;27;6507
5762;27;6508
5763;27;6509
5764;27;6510
5765;27;6511
5766;27;6512
5767;27;6513
5768;27;6514
5769;27;6515
5770;35;6516
5771;35;6517
5772;35;6518
5773;35;6519
5774;35;6520
5775;35;6521
5776;35;6522
5777;35;6523
5778;35;6524
5779;35;6525
5780;35;6526
5781;35;6527
5782;35;6528
5783;35;6529
5784;35;6530
5785;35;6531
5786;35;6532
5787;35;6533
5788;35;6534
5789;35;6535
5790;34;6536
5791;34;6537
5792;34;6538
5793;34;6539
5794;34;6540
5795;34;6541
5796;34;6542
5797;34;6543
5798;34;6544
5799;34;6545
5800;34;6546
5801;34;6547
5802;34;6548
5803;34;6549
5804;34;6550
5805;34;6551
5806;34;6552
5807;34;6553
5808;34;6554
5809;34;6555
5810;44;6556
5811;44;6557
5812;44;6558
5813;44;6559
5814;44;6560
5815;44;6561
5816;44;6562
5817;44;6563
5818;44;6564
5819;44;6565
5820;44;6566
5821;44;6567
5822;44;6568
5823;44;6569
5824;44;6570
5825;44;6571
5826;44;6572
5827;44;6573
5828;44;6574
5829;44;6575
5830;39;6576
5831;39;6577
5832;39;6578
5833;39;6579
5834;39;6580
5835;39;6581
5836;39;6582
5837;39;6583
5838;39;6584
5839;39;6585
5840;39;6586
5841;39;6587
5842;39;6588
5843;39;6589
5844;39;6590
5845;39;6591
5846;39;6592
5847;39;6593
5848;39;6594
5849;39;6595
5850;86;1
5851;86;2
5852;85;3
5853;87;4
5854;85;5
5855;86;16
5856;86;17
5857;86;18
5858;86;19
5859;86;20
5860;86;21
5861;86;22
5862;86;24
5863;85;25
5864;85;26
5865;85;27
5866;85;28
5867;85;29
5868;85;30
5869;85;31
5870;86;32
5871;86;33
5872;85;34
5873;87;35
5874;86;36
5875;87;37
5876;87;38
5877;87;40
5878;87;41
5879;85;42
5880;87;43
5881;85;44
5882;86;45
5883;87;46
5884;86;47
5885;85;48
5886;86;49
5887;86;50
5888;86;51
5889;86;52
5890;87;53
5891;86;54
5892;87;56
5893;85;57
5894;85;58
5895;85;59
5896;85;60
5897;85;61
5898;85;62
5899;85;63
5900;85;64
5901;85;65
5902;85;66
5903;85;67
5904;85;68
5905;85;69
5906;85;70
5907;85;71
5908;87;72
5909;87;73
5910;85;74
5911;85;75
5912;85;76
5913;85;77
5914;85;78
5915;85;79
5916;85;80
5917;85;81
5918;85;84
5919;85;85
5920;85;86
5921;85;87
5922;85;88
5923;85;89
5924;85;90
5925;85;91
5926;85;92
5927;85;93
5928;85;94
5929;85;95
5930;87;96
5931;85;97
5932;87;99
5933;87;100
5934;87;101
5935;87;102
5936;85;104
5937;85;105
5938;86;106
5939;85;107
5940;86;108
5941;87;109
5942;87;110
5943;85;111
5944;88;112
5945;88;114
5946;88;115
5947;88;116
5948;88;117
5949;88;118
5950;88;119
5951;88;120
5952;88;121
5953;88;122
5954;89;123
5955;88;124
5956;88;125
5957;88;126
5958;89;127
5959;89;128
5960;88;129
5961;88;130
5962;88;131
5963;88;132
5964;89;133
5965;88;134
5966;89;135
5967;88;136
5968;88;137
5969;88;138
5970;88;139
5971;89;140
5972;88;141
5973;89;142
5974;88;143
5975;88;144
5976;88;145
5977;88;146
5978;88;147
5979;88;148
5980;88;149
5981;88;150
5982;88;151
5983;88;152
5984;88;153
5985;88;154
5986;89;155
5987;89;156
5988;88;157
5989;88;158
5990;88;159
5991;88;160
5992;89;161
5993;88;162
5994;88;163
5995;88;164
5996;88;165
5997;88;166
5998;88;167
5999;88;168
6000;86;173
6001;85;174
6002;91;175
6003;86;176
6004;91;177
6005;86;178
6006;86;180
6007;91;181
6008;90;182
6009;90;183
6010;91;184
6011;86;185
6012;91;186
6013;90;187
6014;86;188
6015;90;189
6016;86;191
6017;86;192
6018;91;193
6019;86;194
6020;86;195
6021;85;196
6022;85;197
6023;87;198
6024;90;199
6025;86;200
6026;90;201
6027;90;202
6028;90;203
6029;87;204
6030;90;205
6031;90;206
6032;86;207
6033;90;208
6034;90;209
6035;85;210
6036;90;211
6037;90;212
6038;90;213
6039;86;214
6040;90;215
6041;90;216
6042;90;217
6043;86;218
6044;90;219
6045;86;220
6046;90;221
6047;90;222
6048;90;223
6049;90;224
6050;90;225
6051;90;226
6052;86;227
6053;90;228
6054;86;229
6055;90;230
6056;91;231
6057;86;232
6058;91;233
6059;91;234
6060;90;235
6061;90;236
6062;86;237
6063;90;238
6064;90;239
6065;86;240
6066;90;241
6067;86;242
6068;90;243
6069;90;244
6070;86;245
6071;90;246
6072;90;247
6073;87;248
6074;90;249
6075;86;250
6076;91;251
6077;91;252
6078;91;253
6079;86;254
6080;90;255
6081;90;256
6082;86;257
6083;90;258
6084;90;259
6085;91;260
6086;90;261
6087;90;262
6088;91;263
6089;90;264
6090;91;265
6091;90;266
6092;90;267
6093;91;268
6094;90;269
6095;91;270
6096;90;271
6097;85;272
6098;86;273
6099;86;274
6100;85;275
6101;85;276
6102;86;277
6103;86;278
6104;86;279
6105;87;280
6106;93;281
6107;87;282
6108;92;283
6109;92;284
6110;86;285
6111;93;286
6112;93;287
6113;86;288
6114;93;289
6115;85;290
6116;93;291
6117;92;292
6118;92;293
6119;86;294
6120;92;295
6121;93;296
6122;93;297
6123;87;298
6124;92;299
6125;92;300
6126;92;301
6127;86;302
6128;93;304
6129;86;305
6130;93;306
6131;92;307
6132;86;308
6133;92;309
6134;86;310
6135;92;311
6136;92;312
6137;92;313
6138;92;314
6139;92;315
6140;92;316
6141;92;317
6142;86;318
6143;93;319
6144;93;320
6145;93;321
6146;92;322
6147;93;323
6148;86;324
6149;92;325
6150;92;326
6151;92;327
6152;92;328
6153;86;329
6154;94;330
6155;94;331
6156;94;332
6157;95;333
6158;94;334
6159;87;335
6160;95;336
6161;95;337
6162;95;338
6163;85;339
6164;94;340
6165;94;341
6166;95;343
6167;95;344
6168;85;345
6169;95;346
6170;95;347
6171;94;348
6172;94;349
6173;85;350
6174;94;351
6175;94;352
6176;94;353
6177;86;354
6178;94;355
6179;94;356
6180;94;357
6181;94;358
6182;94;359
6183;94;360
6184;86;361
6185;94;362
6186;94;363
6187;86;364
6188;94;365
6189;95;366
6190;95;367
6191;95;368
6192;85;369
6193;94;370
6194;94;371
6195;95;372
6196;94;373
6197;86;374
6198;95;375
6199;94;376
6200;95;377
6201;95;378
6202;96;379
6203;96;380
6204;86;381
6205;96;382
6206;96;383
6207;96;384
6208;97;385
6209;86;386
6210;96;387
6211;97;388
6212;85;389
6213;97;390
6214;96;391
6215;97;392
6216;96;393
6217;97;394
6218;97;395
6219;87;396
6220;97;397
6221;97;398
6222;87;399
6223;97;400
6224;96;401
6225;96;402
6226;96;403
6227;97;404
6228;96;405
6229;97;406
6230;96;407
6231;96;408
6232;86;409
6233;96;410
6234;96;411
6235;96;412
6236;96;413
6237;96;414
6238;97;415
6239;96;416
6240;96;417
6241;97;418
6242;97;419
6243;96;420
6244;97;421
6245;97;422
6246;97;423
6247;98;424
6248;98;425
6249;98;426
6250;98;427
6251;98;428
6252;98;429
6253;99;430
6254;99;431
6255;99;432
6256;99;433
6257;99;434
6258;99;435
6259;99;436
6260;89;437
6261;88;438
6262;89;439
6263;88;440
6264;88;441
6265;89;442
6266;89;443
6267;88;444
6268;89;445
6269;88;446
6270;88;447
6271;89;448
6272;89;449
6273;88;450
6274;88;451
6275;88;452
6276;89;453
6277;88;454
6278;89;455
6279;89;456
6280;88;457
6281;88;458
6282;89;459
6283;89;460
6284;138;461
6285;89;461
6286;88;462
6287;89;463
6288;88;464
6289;88;465
6290;88;466
6291;88;467
6292;88;468
6293;90;469
6294;91;470
6295;91;471
6296;90;472
6297;90;473
6298;91;474
6299;90;475
6300;91;476
6301;91;477
6302;90;478
6303;90;479
6304;90;480
6305;90;481
6306;90;482
6307;91;483
6308;90;484
6309;90;485
6310;91;487
6311;90;488
6312;90;489
6313;91;490
6314;90;491
6315;91;492
6316;90;493
6317;90;494
6318;90;495
6319;91;496
6320;90;497
6321;90;498
6322;90;499
6323;90;500
6324;91;501
6325;91;502
6326;90;503
6327;92;504
6328;92;505
6329;92;506
6330;92;507
6331;92;508
6332;92;509
6333;92;510
6334;93;511
6335;92;512
6336;92;513
6337;93;514
6338;92;515
6339;92;516
6340;93;517
6341;93;518
6342;92;519
6343;93;520
6344;92;521
6345;93;522
6346;93;523
6347;92;524
6348;92;525
6349;93;526
6350;93;527
6351;92;528
6352;93;529
6353;92;530
6354;93;531
6355;92;532
6356;93;533
6357;92;534
6358;92;535
6359;92;536
6360;92;537
6361;93;538
6362;92;539
6363;92;540
6364;92;541
6365;93;542
6366;92;543
6367;92;544
6368;92;545
6369;92;546
6370;93;547
6371;92;548
6372;93;549
6373;93;550
6374;92;551
6375;92;552
6376;92;554
6377;92;555
6378;92;556
6379;92;557
6380;92;558
6381;92;559
6382;92;560
6383;92;561
6384;93;562
6385;92;563
6386;92;565
6387;92;566
6388;92;567
6389;92;568
6390;93;569
6391;92;570
6392;93;571
6393;93;572
6394;94;573
6395;94;574
6396;94;575
6397;94;576
6398;95;577
6399;94;578
6400;95;579
6401;95;580
6402;94;581
6403;94;582
6404;95;584
6405;95;586
6406;94;587
6407;95;588
6408;94;590
6409;94;591
6410;95;592
6411;94;593
6412;94;594
6413;95;595
6414;94;596
6415;94;598
6416;94;600
6417;94;602
6418;95;603
6419;95;604
6420;95;605
6421;94;610
6422;96;611
6423;96;612
6424;96;613
6425;97;615
6426;94;616
6427;94;617
6428;96;618
6429;96;619
6430;97;620
6431;94;621
6432;94;622
6433;96;623
6434;97;627
6435;94;628
6436;95;629
6437;97;630
6438;96;631
6439;95;632
6440;96;633
6441;97;635
6442;95;636
6443;95;637
6444;97;638
6445;97;639
6446;96;640
6447;95;641
6448;96;642
6449;96;643
6450;96;645
6451;94;646
6452;97;647
6453;95;648
6454;97;649
6455;97;650
6456;94;651
6457;95;652
6458;97;653
6459;97;655
6460;96;656
6461;94;657
6462;99;658
6463;98;659
6464;98;660
6465;99;661
6466;98;662
6467;98;664
6468;98;666
6469;98;667
6470;98;668
6471;99;670
6472;98;671
6473;98;672
6474;98;673
6475;98;674
6476;98;675
6477;98;676
6478;98;678
6479;98;679
6480;99;680
6481;98;681
6482;99;682
6483;99;683
6484;99;684
6485;99;685
6486;99;686
6487;98;687
6488;98;688
6489;98;689
6490;98;690
6491;98;693
6492;96;694
6493;96;695
6494;96;696
6495;96;697
6496;96;698
6497;97;699
6498;96;700
6499;96;701
6500;96;702
6501;96;703
6502;91;704
6503;91;705
6504;90;706
6505;91;707
6506;90;708
6507;88;709
6508;88;710
6509;89;711
6510;88;713
6511;88;714
6512;88;715
6513;89;716
6514;88;717
6515;88;718
6516;89;719
6517;88;720
6518;89;723
6519;88;724
6520;88;725
6521;88;726
6522;89;727
6523;90;728
6524;90;729
6525;90;730
6526;90;731
6527;90;733
6528;90;734
6529;90;735
6530;90;736
6531;90;741
6532;90;742
6533;91;743
6534;86;744
6535;90;745
6536;90;746
6537;88;747
6538;96;748
6539;96;749
6540;96;750
6541;125;808
6542;126;809
6543;125;810
6544;126;811
6545;125;812
6546;127;813
6547;125;814
6548;125;815
6549;125;816
6550;126;817
6551;125;818
6552;126;819
6553;126;820
6554;126;821
6555;126;822
6556;125;823
6557;127;824
6558;126;825
6559;125;826
6560;127;827
6561;127;828
6562;127;829
6563;127;830
6564;127;831
6565;126;832
6566;126;833
6567;127;834
6568;127;835
6569;127;836
6570;127;837
6571;126;838
6572;127;839
6573;127;840
6574;125;841
6575;126;842
6576;126;843
6577;126;844
6578;125;845
6579;127;846
6580;127;847
6581;125;848
6582;125;849
6583;127;850
6584;125;851
6585;127;852
6586;126;853
6587;127;854
6588;127;855
6589;125;856
6590;127;857
6591;127;858
6592;127;859
6593;127;860
6594;127;861
6595;126;862
6596;125;863
6597;127;864
6598;126;865
6599;127;866
6600;126;867
6601;125;868
6602;125;869
6603;125;870
6604;127;871
6605;125;872
6606;126;873
6607;126;874
6608;127;875
6609;127;876
6610;126;877
6611;127;878
6612;127;879
6613;127;880
6614;127;881
6615;127;882
6616;126;883
6617;127;884
6618;125;885
6619;125;886
6620;125;887
6621;126;888
6622;126;889
6623;126;890
6624;126;891
6625;127;892
6626;125;893
6627;127;894
6628;127;895
6629;127;896
6630;126;897
6631;127;898
6632;126;899
6633;126;900
6634;125;901
6635;127;902
6636;127;903
6637;127;904
6638;126;905
6639;127;906
6640;126;907
6641;127;908
6642;127;909
6643;125;910
6644;128;911
6645;126;912
6646;125;913
6647;125;914
6648;125;915
6649;125;916
6650;125;917
6651;126;918
6652;126;919
6653;127;920
6654;127;921
6655;125;922
6656;127;923
6657;126;924
6658;125;925
6659;126;926
6660;127;927
6661;126;928
6662;125;929
6663;128;930
6664;125;931
6665;126;932
6666;125;933
6667;125;934
6668;125;935
6669;125;936
6670;128;937
6671;128;938
6672;128;940
6673;128;941
6674;128;942
6675;128;943
6676;128;944
6677;128;945
6678;128;946
6679;128;947
6680;128;948
6681;128;949
6682;128;950
6683;128;951
6684;128;952
6685;128;956
6686;128;966
6687;128;967
6688;128;968
6689;128;969
6690;128;970
6691;128;971
6692;128;972
6693;128;973
6694;128;974
6695;128;975
6696;128;976
6697;128;977
6698;128;979
6699;128;980
6700;128;981
6701;128;982
6702;128;983
6703;128;984
6704;128;985
6705;128;986
6706;128;987
6707;128;988
6708;128;991
6709;128;994
6710;128;995
6711;128;996
6712;128;997
6713;128;999
6714;128;1000
6715;128;1001
6716;128;1047
6717;128;1048
6718;128;1062
6719;128;1063
6720;128;1070
6721;128;1074
6722;128;1075
6723;128;1076
6724;108;1215
6725;109;1216
6726;108;1217
6727;109;1218
6728;108;1219
6729;108;1220
6730;108;1221
6731;109;1222
6732;108;1223
6733;108;1224
6734;108;1225
6735;108;1226
6736;108;1227
6737;109;1228
6738;108;1229
6739;108;1230
6740;108;1231
6741;108;1232
6742;108;1233
6743;108;1234
6744;108;1235
6745;108;1236
6746;109;1237
6747;109;1238
6748;109;1239
6749;109;1240
6750;109;1241
6751;109;1242
6752;109;1243
6753;108;1244
6754;110;1245
6755;109;1246
6756;109;1247
6757;109;1248
6758;108;1249
6759;108;1250
6760;109;1251
6761;108;1252
6762;109;1253
6763;108;1254
6764;109;1255
6765;109;1256
6766;109;1257
6767;108;1258
6768;109;1259
6769;109;1260
6770;109;1261
6771;108;1262
6772;108;1263
6773;108;1264
6774;109;1265
6775;109;1266
6776;109;1267
6777;108;1268
6778;109;1269
6779;108;1270
6780;108;1271
6781;108;1272
6782;109;1273
6783;108;1274
6784;108;1275
6785;110;1276
6786;110;1277
6787;108;1278
6788;109;1279
6789;110;1280
6790;110;1281
6791;110;1282
6792;110;1283
6793;110;1284
6794;110;1285
6795;110;1287
6796;109;1288
6797;110;1289
6798;110;1290
6799;110;1291
6800;110;1292
6801;110;1293
6802;110;1294
6803;110;1295
6804;110;1297
6805;110;1298
6806;108;1299
6807;109;1300
6808;110;1301
6809;110;1302
6810;109;1303
6811;109;1304
6812;109;1305
6813;108;1306
6814;108;1307
6815;109;1308
6816;108;1309
6817;108;1310
6818;108;1311
6819;108;1312
6820;109;1313
6821;110;1315
6822;108;1316
6823;110;1317
6824;110;1318
6825;109;1319
6826;110;1321
6827;109;1322
6828;110;1323
6829;110;1324
6830;113;1327
6831;112;1328
6832;112;1329
6833;113;1330
6834;112;1332
6835;113;1333
6836;114;1334
6837;114;1335
6838;113;1336
6839;114;1337
6840;112;1338
6841;113;1339
6842;114;1340
6843;114;1341
6844;112;1342
6845;114;1343
6846;112;1344
6847;113;1345
6848;114;1346
6849;114;1347
6850;112;1349
6851;113;1350
6852;112;1351
6853;93;1352
6854;112;1353
6855;112;1354
6856;113;1355
6857;114;1356
6858;113;1357
6859;113;1358
6860;114;1359
6861;112;1360
6862;112;1361
6863;112;1362
6864;112;1363
6865;114;1364
6866;114;1365
6867;112;1366
6868;113;1367
6869;114;1368
6870;114;1369
6871;113;1370
6872;112;1371
6873;112;1372
6874;113;1373
6875;113;1374
6876;113;1375
6877;113;1376
6878;112;1377
6879;112;1378
6880;113;1379
6881;112;1380
6882;114;1381
6883;114;1382
6884;112;1383
6885;113;1384
6886;114;1385
6887;112;1386
6888;113;1387
6889;114;1388
6890;112;1390
6891;114;1391
6892;112;1392
6893;113;1394
6894;114;1395
6895;114;1396
6896;112;1397
6897;112;1398
6898;113;1399
6899;114;1400
6900;113;1401
6901;114;1403
6902;112;1404
6903;113;1405
6904;112;1406
6905;112;1407
6906;113;1408
6907;113;1409
6908;113;1410
6909;113;1411
6910;113;1412
6911;114;1413
6912;114;1414
6913;112;1415
6914;112;1416
6915;112;1417
6916;113;1418
6917;113;1419
6918;113;1420
6919;113;1421
6920;113;1422
6921;113;1423
6922;113;1424
6923;112;1425
6924;113;1426
6925;114;1427
6926;114;1428
6927;114;1429
6928;114;1430
6929;113;1431
6930;113;1432
6931;113;1433
6932;113;1434
6933;112;1436
6934;114;1437
6935;112;1438
6936;114;1439
6937;114;1440
6938;114;1450
6939;101;1451
6940;102;1452
6941;102;1453
6942;102;1454
6943;105;1455
6944;102;1456
6945;104;1457
6946;102;1458
6947;102;1459
6948;102;1460
6949;102;1461
6950;102;1462
6951;101;1463
6952;101;1464
6953;100;1465
6954;102;1466
6955;101;1467
6956;102;1468
6957;102;1469
6958;102;1470
6959;102;1471
6960;105;1473
6961;102;1474
6962;101;1475
6963;100;1476
6964;100;1477
6965;101;1478
6966;100;1479
6967;102;1480
6968;105;1481
6969;104;1482
6970;102;1483
6971;100;1484
6972;106;1485
6973;100;1486
6974;102;1487
6975;102;1488
6976;102;1489
6977;102;1490
6978;101;1491
6979;101;1492
6980;100;1493
6981;101;1494
6982;100;1495
6983;100;1496
6984;101;1497
6985;100;1498
6986;101;1499
6987;102;1500
6988;102;1501
6989;102;1502
6990;102;1503
6991;101;1504
6992;101;1505
6993;102;1506
6994;101;1507
6995;101;1508
6996;100;1509
6997;100;1510
6998;101;1511
6999;102;1512
7000;105;1513
7001;104;1514
7002;103;1515
7003;104;1516
7004;103;1517
7005;100;1518
7006;101;1519
7007;101;1520
7008;102;1521
7009;101;1522
7010;101;1523
7011;100;1524
7012;100;1525
7013;102;1526
7014;107;1527
